months_as_customer,age,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,incident_date,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,fraud_reported
122,29,21-11-91,OH,250/500,1000,1629.94,0,620104,FEMALE,Masters,priv-house-serv,skydiving,other-relative,02-02-15,Trivial Damage,None,SC,Riverwood,7828 Cherokee Ave,17,?,0,1,NO,3850,N
156,31,21-09-96,IL,100/300,2000,1134.08,0,446895,MALE,PhD,other-service,reading,husband,07-02-15,Major Damage,Police,NC,Arlington,5812 Oak St,3,?,2,0,?,59000,Y
232,43,16-05-01,OH,250/500,500,1483.91,8000000,431531,MALE,College,machine-op-inspct,golf,husband,18-01-15,Major Damage,Ambulance,NY,Arlington,2318 Washington Hwy,17,NO,0,1,?,70600,Y
244,40,11-08-99,IN,500/1000,2000,1304.67,7000000,605408,MALE,Masters,armed-forces,base-jumping,other-relative,10-01-15,Minor Damage,Police,SC,Hillsdale,8809 Flute St,5,?,1,1,?,61490,N
84,30,16-06-03,IL,500/1000,2000,1035.79,0,457551,FEMALE,MD,protective-serv,kayaking,wife,30-01-15,Minor Damage,Police,SC,Northbend,3184 Oak Ave,9,NO,1,0,YES,57640,N
394,57,30-03-99,IL,250/500,500,1401.2,0,619892,FEMALE,High School,craft-repair,movies,own-child,25-01-15,Trivial Damage,Police,NC,Hillsdale,6493 Lincoln Lane,9,NO,1,0,NO,6890,N
246,45,03-02-99,IL,250/500,1000,1665.45,0,445853,MALE,JD,machine-op-inspct,hiking,wife,29-01-15,Major Damage,Fire,PA,Columbus,7162 Maple Ave,9,?,2,2,?,53280,Y
35,29,25-08-11,IN,500/1000,2000,653.66,0,475483,FEMALE,JD,handlers-cleaners,video-games,unmarried,24-02-15,Minor Damage,Fire,SC,Springfield,5455 Tree Ridge,22,NO,0,0,?,78300,N
156,37,28-06-10,OH,100/300,500,1080.13,0,606290,MALE,Associate,protective-serv,reading,other-relative,04-01-15,Major Damage,Ambulance,PA,Springfield,5778 Pine Ridge,15,YES,0,3,NO,41490,N
195,36,06-11-01,IN,100/300,2000,1346.18,0,611852,FEMALE,Associate,machine-op-inspct,camping,wife,25-02-15,Total Loss,Fire,SC,Hillsdale,3797 Solo Lane,14,YES,2,3,YES,68970,N
369,55,15-04-13,OH,250/500,2000,1589.54,0,444734,MALE,College,handlers-cleaners,camping,husband,27-01-15,Minor Damage,Police,VA,Arlington,9373 Pine Hwy,6,?,2,0,YES,85300,N
271,40,07-12-95,IL,100/300,1000,1251.65,0,433683,FEMALE,Associate,other-service,camping,wife,19-02-15,Minor Damage,None,NY,Hillsdale,1365 Francis Ave,6,NO,0,0,NO,3080,N
332,47,01-11-91,IL,100/300,2000,1083.01,0,448882,MALE,MD,craft-repair,paintball,other-relative,31-01-15,Major Damage,Police,WV,Arlington,9239 Washington Ridge,22,YES,2,0,?,71760,Y
107,26,19-05-14,OH,100/300,500,974.59,0,466838,FEMALE,JD,armed-forces,skydiving,wife,18-01-15,Minor Damage,Ambulance,NY,Arlington,3416 Washington Drive,14,?,1,0,NO,59700,N
217,39,15-03-92,IL,500/1000,2000,1399.85,0,605490,FEMALE,Masters,other-service,skydiving,other-relative,10-01-15,Minor Damage,Fire,NY,Columbus,1923 2nd Hwy,16,NO,0,2,?,64920,N
243,43,03-02-06,IN,500/1000,500,1307.74,0,466137,FEMALE,Associate,machine-op-inspct,board-games,own-child,28-01-15,Major Damage,Ambulance,SC,Riverwood,6451 1st Hwy,10,?,0,1,NO,37530,N
296,42,16-03-03,IN,250/500,2000,1219.27,0,466970,MALE,Associate,tech-support,paintball,husband,16-02-15,Total Loss,Ambulance,WV,Columbus,1267 Francis Hwy,9,YES,1,2,NO,64080,N
264,41,16-10-02,OH,100/300,500,1411.3,0,474801,MALE,PhD,prof-specialty,cross-fit,unmarried,08-02-15,Minor Damage,Other,PA,Northbrook,4158 Washington Lane,4,NO,1,0,?,60390,Y
108,33,27-01-90,IL,100/300,2000,694.45,0,450703,FEMALE,JD,armed-forces,exercise,not-in-family,20-01-15,Major Damage,Police,WV,Northbend,3796 Cherokee Drive,6,?,0,1,YES,64350,Y
32,38,11-03-10,IL,100/300,500,1006.77,6000000,478172,FEMALE,College,other-service,sleeping,own-child,06-02-15,Minor Damage,Police,SC,Northbend,7434 Oak Hwy,15,YES,2,1,YES,70900,N
259,39,19-09-95,OH,250/500,1000,1422.36,0,604668,FEMALE,JD,craft-repair,movies,unmarried,24-01-15,Minor Damage,Fire,PA,Columbus,5178 Weaver Hwy,12,NO,1,3,?,46560,N
186,33,27-02-10,IN,100/300,1000,1348.32,0,469429,FEMALE,Associate,craft-repair,cross-fit,wife,14-01-15,Trivial Damage,Police,NY,Arlington,8477 Francis Hwy,3,NO,2,1,?,4730,Y
201,40,28-12-91,OH,250/500,2000,1315.56,0,471806,FEMALE,PhD,transport-moving,video-games,not-in-family,18-02-15,Minor Damage,Police,SC,Northbrook,7693 Britain Lane,14,YES,0,0,YES,6820,N
436,58,30-04-02,OH,250/500,2000,1407.01,5000000,475705,MALE,PhD,tech-support,sleeping,other-relative,10-01-15,Major Damage,Police,WV,Riverwood,3658 Rock Drive,10,?,0,2,?,59900,Y
189,36,28-04-07,OH,250/500,2000,1388.58,0,459122,FEMALE,MD,priv-house-serv,basketball,own-child,13-02-15,Major Damage,Police,WV,Riverwood,2617 Andromedia Drive,17,?,1,3,YES,79560,N
105,33,08-07-96,IL,500/1000,500,1310.76,0,476737,FEMALE,High School,adm-clerical,kayaking,not-in-family,17-02-15,Total Loss,Other,VA,Northbrook,9279 Oak Hwy,8,YES,0,1,?,70290,N
163,31,01-04-02,IN,100/300,1000,1004.63,6000000,460359,MALE,JD,priv-house-serv,hiking,not-in-family,07-01-15,Total Loss,Ambulance,SC,Hillsdale,3439 Andromedia Hwy,14,YES,2,0,NO,63910,N
219,40,29-10-06,OH,100/300,500,1134.91,0,452735,FEMALE,Associate,transport-moving,golf,not-in-family,29-01-15,Trivial Damage,None,SC,Riverwood,5901 Elm Drive,6,?,1,0,NO,6400,N
88,25,25-10-07,IN,250/500,1000,1194,0,613583,FEMALE,JD,handlers-cleaners,movies,husband,13-02-15,Major Damage,Ambulance,SC,Northbrook,3982 Washington Hwy,6,YES,1,2,YES,66780,Y
40,39,28-03-01,IN,500/1000,1000,1248.25,4000000,605692,FEMALE,College,sales,hiking,own-child,01-02-15,Minor Damage,Police,VA,Northbrook,3376 5th Drive,8,NO,0,2,?,8760,N
284,42,04-05-95,OH,100/300,500,1338.54,-1000000,438178,MALE,Associate,machine-op-inspct,kayaking,wife,29-01-15,Major Damage,Ambulance,NC,Arlington,3936 Tree Drive,13,YES,0,1,?,94160,N
59,40,28-09-11,IL,250/500,2000,782.23,0,449221,MALE,College,protective-serv,golf,other-relative,06-02-15,Total Loss,Ambulance,OH,Springfield,6605 Tree Ave,0,?,0,2,NO,51570,N
39,31,28-01-03,IL,250/500,2000,1366.9,0,459322,FEMALE,High School,handlers-cleaners,polo,husband,28-01-15,Major Damage,Fire,NC,Northbend,3102 Apache St,14,?,1,0,NO,52700,Y
147,34,01-02-11,IL,500/1000,1000,1275.81,0,472657,MALE,High School,sales,dancing,wife,21-01-15,Minor Damage,Fire,NY,Columbus,7756 Pine Hwy,13,YES,2,2,?,101010,N
156,37,09-02-93,IN,250/500,500,1090.65,0,608331,MALE,High School,exec-managerial,golf,unmarried,16-01-15,Minor Damage,Police,NC,Columbus,7142 5th Lane,16,?,1,2,YES,53400,Y
123,31,05-08-05,IN,250/500,500,1326,0,438546,FEMALE,Associate,prof-specialty,basketball,wife,17-02-15,Total Loss,Fire,SC,Northbrook,2914 Oak Drive,13,?,1,2,NO,72120,N
231,43,17-06-06,IL,250/500,2000,972.47,0,441981,MALE,College,protective-serv,reading,wife,01-02-15,Minor Damage,Police,PA,Hillsdale,6522 Apache Drive,15,YES,2,2,YES,77100,N
247,39,07-12-93,IL,100/300,500,806.31,0,602177,FEMALE,College,handlers-cleaners,dancing,wife,25-02-15,Trivial Damage,Police,SC,Northbend,5279 Pine Ridge,3,?,2,3,?,3300,N
194,35,14-03-12,IL,500/1000,500,1416.24,0,441659,FEMALE,MD,adm-clerical,golf,not-in-family,26-02-15,Minor Damage,None,WV,Northbend,8078 Britain Hwy,7,YES,1,0,?,5940,N
119,27,05-08-97,IN,250/500,2000,1097.64,0,614812,MALE,High School,transport-moving,video-games,other-relative,06-02-15,Major Damage,Other,PA,Northbend,1133 Apache St,16,NO,1,0,?,63720,N
259,43,05-07-09,IL,100/300,500,947.75,0,458470,FEMALE,Masters,farming-fishing,base-jumping,not-in-family,03-02-15,Trivial Damage,Police,SC,Riverwood,2873 Flute Ave,15,NO,1,3,NO,7680,N
107,31,25-11-94,IL,100/300,2000,1018.73,5000000,469646,MALE,Associate,handlers-cleaners,yachting,own-child,27-01-15,Total Loss,Police,NY,Riverwood,8509 Apache St,21,YES,1,2,?,93730,N
48,44,03-02-97,IL,100/300,2000,1400.74,0,611118,MALE,College,sales,base-jumping,other-relative,21-01-15,Major Damage,Police,NC,Arlington,8245 4th Hwy,23,YES,0,2,?,87300,N
267,40,09-10-09,IL,250/500,500,1155.53,5000000,465158,MALE,JD,transport-moving,camping,wife,24-01-15,Trivial Damage,Police,NY,Columbus,3094 Best Lane,5,?,0,2,NO,5670,N
286,47,20-11-02,IN,250/500,500,1386.93,0,457130,MALE,High School,priv-house-serv,bungie-jumping,husband,17-01-15,Minor Damage,Other,NY,Springfield,8188 Tree Ave,15,YES,0,0,NO,65800,N
175,34,29-05-95,OH,100/300,500,915.29,0,607893,FEMALE,JD,handlers-cleaners,base-jumping,wife,23-02-15,Major Damage,Other,NY,Arlington,5224 5th Lane,14,?,2,1,YES,36720,Y
111,29,22-01-11,IL,250/500,500,1239.55,2000000,464736,FEMALE,PhD,farming-fishing,kayaking,own-child,09-01-15,Major Damage,Fire,SC,Riverwood,2230 1st St,1,?,1,1,YES,52800,Y
151,37,18-10-12,IN,250/500,500,1366.42,0,476198,FEMALE,Associate,protective-serv,cross-fit,unmarried,15-02-15,Total Loss,Fire,SC,Arlington,6719 Flute St,14,NO,1,2,YES,59100,Y
156,37,13-10-91,OH,500/1000,1000,1086.48,6000000,444903,MALE,Associate,machine-op-inspct,hiking,unmarried,16-01-15,Total Loss,Other,NY,Northbrook,8064 4th Ave,17,?,1,1,YES,77440,N
165,36,01-10-10,IL,250/500,2000,1247.87,0,464336,MALE,Masters,armed-forces,golf,husband,14-01-15,Total Loss,Fire,NY,Northbend,2469 Francis Lane,20,NO,2,2,NO,45700,N
253,41,10-04-13,OH,100/300,2000,1312.75,0,471453,FEMALE,PhD,sales,dancing,other-relative,01-01-15,Major Damage,Other,SC,Springfield,4671 5th Ridge,10,NO,2,2,YES,80740,Y
10,26,11-06-08,IN,100/300,2000,765.64,0,466191,MALE,MD,sales,base-jumping,not-in-family,16-02-15,Major Damage,Ambulance,SC,Northbrook,6985 Maple Lane,3,?,0,3,?,31350,Y
158,33,04-12-13,OH,100/300,2000,1327.41,0,440930,FEMALE,Associate,handlers-cleaners,skydiving,other-relative,04-01-15,Total Loss,Other,SC,Hillsdale,7791 Britain Ridge,0,?,0,0,?,35000,N
436,59,21-08-10,OH,500/1000,1000,1338.55,0,430380,MALE,PhD,protective-serv,board-games,own-child,12-01-15,Total Loss,Police,WV,Hillsdale,6355 4th Hwy,10,?,2,2,NO,68000,N
91,30,18-06-10,IL,250/500,2000,1316.63,8000000,613178,FEMALE,Masters,machine-op-inspct,golf,unmarried,08-01-15,Minor Damage,Other,SC,Northbend,3495 Britain Drive,13,YES,2,0,?,84500,N
256,42,10-04-92,IL,500/1000,1000,1286.44,0,460564,FEMALE,MD,transport-moving,bungie-jumping,wife,22-01-15,Minor Damage,Police,WV,Northbend,2980 Sky Ridge,14,NO,2,1,?,75500,N
274,46,03-02-97,OH,500/1000,1000,1372.18,0,439929,MALE,High School,exec-managerial,bungie-jumping,not-in-family,13-01-15,Total Loss,Other,WV,Riverwood,5914 Oak Ave,22,NO,1,3,?,90600,N
275,45,06-12-91,IN,500/1000,2000,1447.77,0,605756,FEMALE,Associate,adm-clerical,camping,wife,18-01-15,Total Loss,Ambulance,VA,Northbend,3835 5th Ave,8,YES,1,1,?,64320,N
1,33,19-09-95,IL,250/500,500,903.32,0,451184,FEMALE,High School,transport-moving,yachting,not-in-family,19-01-15,Minor Damage,Police,NY,Northbend,5925 Tree Hwy,1,?,1,0,?,31700,N
85,30,29-10-93,IN,500/1000,1000,1454.42,0,459588,MALE,Associate,protective-serv,reading,other-relative,31-01-15,Major Damage,Other,NY,Springfield,6250 1st Ridge,19,YES,0,1,YES,74280,Y
233,37,03-11-91,IL,100/300,2000,1603.42,0,616637,FEMALE,High School,sales,video-games,wife,06-02-15,Total Loss,Fire,NY,Columbus,1346 5th Lane,17,YES,0,2,YES,80520,N
142,30,09-07-02,IN,250/500,2000,1616.58,0,447979,MALE,JD,adm-clerical,polo,husband,04-02-15,Major Damage,Other,SC,Hillsdale,1128 Maple Lane,13,YES,0,3,YES,63600,N
266,44,07-12-99,IL,250/500,500,1611.83,0,460176,MALE,High School,handlers-cleaners,movies,husband,02-01-15,Total Loss,Police,WV,Riverwood,6309 Cherokee Ave,4,?,1,2,YES,32800,N
350,50,01-07-05,OH,500/1000,500,889.13,0,459429,FEMALE,Masters,priv-house-serv,board-games,other-relative,26-02-15,Total Loss,Police,PA,Northbend,4618 Flute Ave,14,NO,0,2,NO,44190,N
97,26,04-11-91,IL,250/500,1000,1252.08,0,465456,MALE,College,exec-managerial,sleeping,not-in-family,08-02-15,Major Damage,Other,VA,Springfield,6191 Oak Lane,4,YES,2,2,NO,50400,Y
399,55,14-04-93,IL,500/1000,2000,995.56,0,464665,MALE,JD,tech-support,sleeping,not-in-family,07-02-15,Total Loss,Police,NY,Northbend,1316 Britain Ridge,23,YES,1,1,YES,88400,N
305,49,23-08-09,IL,100/300,2000,1347.92,0,430853,FEMALE,High School,farming-fishing,bungie-jumping,own-child,17-02-15,Total Loss,Fire,NY,Hillsdale,5924 Maple Drive,21,YES,0,2,?,66550,N
276,47,18-06-93,IN,100/300,1000,1724.09,0,615712,MALE,PhD,craft-repair,yachting,own-child,12-01-15,Minor Damage,Police,NY,Arlington,8917 Tree Ridge,23,YES,0,0,?,65780,N
257,40,17-07-12,IN,250/500,500,1379.93,0,608228,MALE,MD,armed-forces,base-jumping,husband,01-02-15,Major Damage,Other,NY,Columbus,3966 Francis Ridge,6,?,0,2,YES,51810,Y
78,31,25-01-99,IN,250/500,1000,1554.64,4000000,457535,MALE,PhD,protective-serv,board-games,own-child,03-02-15,Major Damage,Other,WV,Springfield,1507 Solo Ave,21,NO,1,0,NO,55660,Y
129,28,23-02-90,OH,500/1000,1000,1377.94,0,442540,MALE,Masters,machine-op-inspct,base-jumping,not-in-family,21-02-15,Major Damage,Fire,NY,Springfield,4272 Oak Ridge,23,?,2,3,?,44640,N
283,46,30-08-00,IL,500/1000,2000,1313.33,0,455332,FEMALE,PhD,transport-moving,reading,husband,09-01-15,Major Damage,Ambulance,NY,Riverwood,4434 Lincoln Ave,3,?,1,3,NO,77660,Y
85,25,03-09-08,IN,250/500,500,1259.02,0,439534,FEMALE,JD,tech-support,base-jumping,unmarried,16-02-15,Trivial Damage,None,SC,Northbend,7529 Solo Ridge,8,NO,2,2,?,5640,N
101,26,02-08-91,IL,500/1000,1000,1371.88,0,462420,FEMALE,MD,prof-specialty,reading,husband,04-02-15,Trivial Damage,None,VA,Arlington,8096 Apache Hwy,4,?,2,2,?,3190,N
96,30,25-09-01,OH,100/300,500,1399.27,6000000,448913,MALE,College,prof-specialty,hiking,wife,24-02-15,Total Loss,Fire,NC,Arlington,9417 Tree Hwy,22,?,0,0,YES,53440,N
121,31,11-03-07,IL,500/1000,1000,1061.98,6000000,440837,FEMALE,JD,armed-forces,camping,unmarried,01-02-15,Minor Damage,Police,WV,Hillsdale,3809 Texas Lane,16,NO,0,1,YES,65250,N
176,39,20-11-10,OH,250/500,500,1365.46,4000000,466634,MALE,College,armed-forces,sleeping,unmarried,05-02-15,Minor Damage,Fire,SC,Columbus,1540 Apache Lane,14,NO,2,1,NO,44280,N
159,37,28-08-98,IL,500/1000,1000,894.4,0,446435,MALE,Associate,tech-support,camping,wife,07-01-15,Total Loss,Police,NY,Springfield,2337 Lincoln Hwy,13,YES,2,0,NO,70290,N
120,30,16-07-02,IN,250/500,500,956.69,0,438237,FEMALE,Associate,priv-house-serv,movies,husband,06-02-15,Minor Damage,Other,NY,Hillsdale,6770 1st St,20,?,1,1,YES,87100,N
212,35,29-04-90,IN,500/1000,2000,1123.89,0,468313,MALE,MD,priv-house-serv,video-games,unmarried,21-01-15,Total Loss,Fire,NY,Columbus,4119 Texas St,0,?,1,3,?,50380,N
290,45,01-02-98,IL,100/300,500,1085.03,0,476303,FEMALE,JD,sales,cross-fit,wife,01-03-15,Total Loss,Police,VA,Arlington,4347 2nd Ridge,23,YES,2,2,NO,64800,Y
299,42,20-07-08,OH,100/300,2000,1437.33,0,450339,FEMALE,Associate,craft-repair,movies,wife,24-02-15,Minor Damage,Other,SC,Columbus,1091 1st Drive,13,YES,1,3,NO,70400,N
66,26,13-11-98,IL,250/500,1000,988.29,0,476502,MALE,College,armed-forces,skydiving,own-child,02-02-15,Major Damage,Police,NY,Northbend,8203 Lincoln Ave,8,?,2,2,YES,57860,Y
334,47,24-05-01,IL,500/1000,500,1238.89,0,600561,MALE,Masters,protective-serv,sleeping,other-relative,31-01-15,Minor Damage,None,WV,Northbend,9154 MLK Hwy,3,?,0,3,NO,6240,N
216,38,03-06-14,IN,100/300,1000,1384.64,5000000,600754,FEMALE,Associate,tech-support,board-games,unmarried,09-01-15,Total Loss,Police,VA,Columbus,5780 4th Ave,16,?,2,3,NO,66600,Y
86,28,22-08-91,IN,100/300,2000,1595.07,0,439304,MALE,PhD,transport-moving,hiking,unmarried,23-02-15,Minor Damage,Police,VA,Hillsdale,6945 Texas Hwy,19,YES,0,2,YES,70920,N
429,56,12-12-98,OH,250/500,1000,1127.89,6000000,460722,MALE,Associate,machine-op-inspct,skydiving,own-child,28-01-15,Minor Damage,Ambulance,WV,Springfield,5639 1st Ridge,0,YES,2,0,YES,39480,N
257,43,18-02-99,IN,500/1000,2000,929.7,6000000,618632,FEMALE,PhD,handlers-cleaners,base-jumping,husband,14-01-15,Total Loss,Other,VA,Arlington,3834 Pine St,12,?,2,2,YES,63240,N
15,34,30-10-97,IL,100/300,1000,1829.63,0,452204,MALE,JD,tech-support,cross-fit,not-in-family,03-02-15,Total Loss,Other,SC,Arlington,1358 Maple St,21,YES,1,0,?,67650,N
230,39,29-11-99,IL,100/300,1000,904.7,7000000,454530,FEMALE,MD,craft-repair,bungie-jumping,unmarried,17-02-15,Major Damage,Fire,SC,Riverwood,7460 Apache Lane,0,?,1,3,NO,74200,Y
250,43,07-07-13,OH,500/1000,1000,1243.84,0,474848,FEMALE,JD,tech-support,polo,own-child,30-01-15,Minor Damage,Other,VA,Columbus,5771 Sky Ave,22,YES,1,3,NO,64900,N
270,44,05-07-03,IL,500/1000,2000,1030.95,0,435985,FEMALE,Associate,machine-op-inspct,paintball,other-relative,03-02-15,Major Damage,Ambulance,NC,Northbend,2865 Maple Lane,20,?,1,0,NO,35900,Y
65,26,21-09-05,IN,100/300,500,1285.03,3000000,457942,FEMALE,High School,craft-repair,camping,unmarried,03-02-15,Minor Damage,Fire,VA,Riverwood,8940 Elm Ave,0,NO,1,3,?,52200,N
475,57,18-02-95,OH,100/300,500,1216.56,0,436522,MALE,Masters,adm-clerical,skydiving,own-child,31-01-15,Minor Damage,Police,SC,Hillsdale,1215 Pine Hwy,20,?,0,2,NO,78000,N
77,27,07-04-99,IN,500/1000,2000,966.26,0,471704,FEMALE,High School,adm-clerical,base-jumping,own-child,06-02-15,Minor Damage,Ambulance,NY,Springfield,6874 Maple Ridge,1,YES,0,0,?,67200,N
256,43,13-12-14,OH,100/300,500,1203.17,0,455810,FEMALE,MD,prof-specialty,golf,unmarried,06-02-15,Total Loss,Fire,WV,Hillsdale,8834 Elm Drive,11,NO,0,0,?,63250,N
229,37,01-06-97,IL,250/500,2000,1212.12,0,446544,FEMALE,MD,craft-repair,paintball,not-in-family,29-01-15,Major Damage,Other,WV,Columbus,8542 Lincoln Ridge,14,YES,1,1,YES,68760,N
110,28,13-07-13,OH,250/500,1000,1573.93,0,461919,MALE,College,other-service,movies,other-relative,07-01-15,Minor Damage,Police,NY,Springfield,9397 Francis St,20,YES,0,2,?,65040,N
177,33,30-12-02,IL,100/300,1000,1609.67,0,470128,MALE,College,adm-clerical,yachting,wife,20-01-15,Major Damage,Ambulance,SC,Springfield,4907 Andromedia Drive,22,?,1,3,?,82800,Y
292,44,28-02-97,OH,500/1000,500,1097.57,0,462836,MALE,PhD,priv-house-serv,basketball,unmarried,28-02-15,Total Loss,Other,SC,Columbus,4429 Washington St,12,NO,1,0,YES,61700,N
451,61,18-06-98,IN,250/500,2000,1618.65,2000000,475407,FEMALE,Associate,transport-moving,polo,unmarried,04-02-15,Major Damage,Ambulance,OH,Columbus,2651 MLK Lane,3,YES,2,1,YES,78100,Y
61,24,08-02-96,IN,100/300,500,922.67,0,473611,FEMALE,College,priv-house-serv,paintball,other-relative,12-01-15,Major Damage,Ambulance,SC,Northbend,2942 1st Lane,15,YES,2,1,?,65520,Y
150,30,17-11-04,IN,100/300,1000,1342.02,0,608425,MALE,MD,prof-specialty,polo,own-child,28-02-15,Trivial Damage,None,VA,Arlington,6317 Best St,8,YES,0,2,NO,4500,N
283,41,25-10-12,OH,100/300,500,1195.01,0,476227,FEMALE,Associate,sales,reading,own-child,08-01-15,Major Damage,Other,WV,Northbend,1555 Washington Lane,13,NO,0,2,?,42700,Y
291,46,13-04-06,OH,500/1000,1000,994.74,0,452701,FEMALE,High School,adm-clerical,polo,own-child,25-01-15,Minor Damage,Police,SC,Hillsdale,1919 4th Lane,8,NO,2,2,YES,5580,Y
162,31,21-02-06,IN,100/300,1000,1050.24,0,456789,FEMALE,Masters,adm-clerical,chess,wife,26-02-15,Minor Damage,None,NC,Arlington,5480 3rd Ridge,7,?,0,0,NO,3600,Y
154,36,17-12-03,IL,250/500,2000,1313.51,7000000,600904,FEMALE,Masters,exec-managerial,dancing,own-child,03-02-15,Trivial Damage,None,SC,Northbrook,8864 Tree Ridge,9,?,2,0,?,2800,N
289,47,31-07-99,OH,500/1000,2000,1102.29,0,450889,FEMALE,Associate,adm-clerical,hiking,own-child,31-01-15,Minor Damage,Ambulance,VA,Northbend,2777 Solo Drive,15,NO,1,0,YES,54000,N
10,19,05-08-14,IN,250/500,1000,1185.78,0,478837,FEMALE,JD,craft-repair,yachting,wife,01-02-15,Minor Damage,Police,NC,Northbend,9929 Rock Drive,5,?,0,2,?,48950,Y
309,47,05-06-11,IL,500/1000,500,1527.95,0,611322,MALE,PhD,exec-managerial,hiking,other-relative,21-02-15,Major Damage,Other,WV,Northbend,4143 Maple Ridge,15,YES,0,1,?,77800,N
396,57,11-10-92,IN,100/300,1000,1366.39,0,438180,MALE,High School,protective-serv,exercise,other-relative,30-01-15,Major Damage,Other,NC,Columbus,7121 Rock St,22,YES,2,1,NO,52560,N
273,41,17-02-10,OH,500/1000,1000,1403.9,0,449793,FEMALE,PhD,farming-fishing,dancing,own-child,31-01-15,Total Loss,Police,VA,Riverwood,9067 Texas Ave,16,?,1,2,YES,44110,N
129,30,06-05-07,IL,500/1000,2000,927.23,0,450730,FEMALE,PhD,sales,video-games,husband,13-01-15,Total Loss,Other,SC,Hillsdale,9245 Weaver Ridge,7,NO,1,3,?,74360,N
140,31,01-05-97,OH,250/500,2000,1554.86,6000000,608758,FEMALE,JD,armed-forces,base-jumping,wife,16-02-15,Minor Damage,None,WV,Arlington,4585 Francis Ave,2,YES,1,2,?,6120,Y
419,53,28-01-98,IL,500/1000,2000,736.07,6000000,445339,MALE,College,transport-moving,chess,unmarried,04-02-15,Minor Damage,Police,SC,Northbend,6738 Francis Hwy,17,?,0,0,YES,62280,N
315,44,05-05-93,IL,250/500,1000,974.16,6000000,438328,FEMALE,Masters,sales,reading,other-relative,07-02-15,Total Loss,Other,NY,Springfield,7576 Pine Ridge,12,?,1,0,YES,26730,N
72,29,06-08-94,OH,500/1000,500,973.8,0,479913,FEMALE,Associate,craft-repair,exercise,own-child,16-01-15,Major Damage,Ambulance,WV,Arlington,9105 Tree Lane,9,?,1,0,NO,66200,N
32,26,14-11-14,OH,100/300,2000,1260.32,6000000,460760,MALE,JD,other-service,polo,not-in-family,28-02-15,Total Loss,Fire,VA,Northbrook,2299 Britain Drive,16,?,1,2,?,45500,N
230,41,14-12-91,IN,100/300,1000,1464.03,0,444797,MALE,JD,transport-moving,sleeping,own-child,08-02-15,Minor Damage,Ambulance,NY,Springfield,1914 Francis St,19,?,2,0,?,53040,N
157,32,21-10-09,OH,100/300,2000,617.11,0,436711,MALE,College,other-service,reading,other-relative,02-01-15,Major Damage,Other,VA,Columbus,6658 Weaver St,14,?,1,2,NO,50800,Y
265,41,29-09-97,IN,250/500,2000,1724.46,6000000,432491,FEMALE,Associate,craft-repair,sleeping,own-child,13-01-15,Total Loss,Police,SC,Northbend,1985 5th Ave,18,?,1,3,?,44200,N
47,34,31-12-03,IL,500/1000,500,1161.31,0,617527,FEMALE,PhD,exec-managerial,base-jumping,other-relative,07-01-15,Minor Damage,Police,SC,Springfield,1707 Sky Ave,23,YES,1,3,?,62920,N
113,29,01-01-08,OH,250/500,2000,1091.73,0,601213,MALE,PhD,exec-managerial,golf,not-in-family,05-01-15,Minor Damage,Other,NY,Springfield,6456 Andromedia Drive,15,?,0,2,YES,49950,Y
289,46,31-05-04,IL,250/500,2000,1209.07,0,604138,MALE,JD,armed-forces,chess,unmarried,28-02-15,Minor Damage,Ambulance,NC,Arlington,5649 Texas Ave,18,YES,0,1,YES,56430,Y
254,41,18-12-13,IL,250/500,2000,1241.04,0,431361,FEMALE,Masters,protective-serv,board-games,own-child,04-01-15,Minor Damage,Police,NY,Riverwood,1220 MLK Ave,16,NO,2,2,YES,100210,N
115,30,24-08-00,OH,500/1000,500,1757.21,0,477695,MALE,High School,prof-specialty,base-jumping,wife,02-02-15,Minor Damage,Fire,NY,Northbend,1589 Pine St,12,NO,1,0,YES,49140,N
236,38,14-10-92,OH,250/500,1000,802.24,0,612597,FEMALE,College,other-service,paintball,not-in-family,23-02-15,Major Damage,Ambulance,WV,Northbrook,8906 Elm Lane,16,NO,0,1,?,66840,N
7,21,16-11-91,IN,500/1000,1000,1342.72,0,445638,MALE,Associate,machine-op-inspct,camping,wife,10-02-15,Total Loss,Other,NY,Hillsdale,2654 Elm Drive,21,?,1,2,?,62460,N
208,36,08-10-95,OH,100/300,2000,1209.41,5000000,476185,MALE,JD,machine-op-inspct,base-jumping,wife,16-02-15,Total Loss,Other,NY,Columbus,6681 Texas Ridge,15,YES,0,1,?,62810,N
126,33,28-10-07,OH,500/1000,1000,1141.71,2000000,435995,FEMALE,JD,priv-house-serv,sleeping,own-child,04-01-15,Major Damage,Ambulance,WV,Northbrook,7782 Rock St,21,YES,1,2,?,54160,N
48,35,16-05-08,IL,100/300,500,1090.03,0,430232,FEMALE,JD,exec-managerial,golf,unmarried,30-01-15,Major Damage,Ambulance,WV,Arlington,9286 Oak Ave,1,YES,0,2,NO,48400,N
